Deal Description,Title,Description,Original Price,Sales Price,Rating,Deal URL,Normal Link,Image URL,Category,Date Found,Promo Start date,Promo End date,Finder,How Found,Deal Status,Website Status,Email Status,Socials Status,Social Affiliate Link (Short),Notes
50% OFF Evac Compression Dry Bag – Lightweight and Waterproof for Easy Packing (Was $50 Now $25),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=31b24f74-cc43-486e-af62-2378a089ed77&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fseatosummit.com%2Fproducts%2Fevac-compression-dry-bag-past-season&ctc=honeryhole,https://seatosummit.com/products/evac-compression-dry-bag-past-season,,Affiliate Email,3/18/2025,,,Jet gatewood,Affiliate Email,Dead,Removed,Maybe Later,Posted,https://alnk.to/3nikjSY,
35% OFF Pelican Argo 80X 8 ft EXO Recreational Sit-In Kayak – Lightweight and Easy to Maneuver (Was $200 Now $130),,,,,4,https://academysportsoutdoors.sjv.io/Dye61a,https://www.academy.com/p/pelican-argo-80-7-ft-9-in-kayak#repChildCatSku=114095239,,Affiliate Email,3/18/2025,,,Jet gatewood,Affiliate Email,Dead,Ignore,Ignore,Ignore,,Out of stock
50% OFF Hendrix Carbon Fiber MIPS Winter Helmet – Lightweight and Impact-Resistant (Was $350 Now $175) ⛷️,,,,,4,,https://bernhelmets.com/collections/barn-helmets/products/hendrix-carbon-winter-helmet,,Affiliate Email,3/18/2025,,,Jet gatewood,Affiliate Email,Active,Ignore,Ignore,Ignore,,Only size small 
50% OFF B-1 Chromic Goggle – Adaptive Lens with Anti-Fog Coating,B-1 Chromic Goggle,50% OFF B-1 Chromic Goggle – Adaptive Lens with Anti-Fog Coating,150,75,4,https://bernhelmets.com/collections/barn-helmets/products/b-1-chromic-goggle/?variant=45497725190296,https://bernhelmets.com/collections/barn-helmets/products/b-1-chromic-goggle,https://bernhelmets.com/cdn/shop/files/SnowCamoIceBlueLens_540x.png?v=1743137617,outdoor-gear,3/18/2025,,,Jet gatewood,Affiliate Email,Active,Live,Maybe Later,Posting,,
"23% OFF DJI Osmo Action 4 – 4K/120fps, Waterproof, and Perfect for your next adventure (Was $299 Now $229)",DJI Osmo Action 4 ,"23% OFF DJI Osmo Action 4 – 4K/120fps, Waterproof, and Perfect for your next adventure (Was $299 Now $229)",299,229,4,https://www.amazon.com/DJI-Waterproof-Low-Light-Performance-Long-Lasting/dp/B0C783YNW7?crid=L7FBGJM5EO6B&dib=eyJ2IjoiMSJ9.Tf4SB_Ut5sbNhX4MZxSoNI52wU_A1x2zhhsmnaoRHvjpQu6pVAa1CoH8OOTVkWV1yZcB-axcyO0nc00ET59zD-0YBRoExp85bvNsbSTaxr9p_GVw4u5P75-gyUNU22azm3ONbnRf3QY7ISh8GLKIfEi1WkZ3XMIh9caAPg1ehQJ7j3QqTHGfX_4cMumTai6WxOX-26va3sdeJGf4ZyoScZaj9MANl7krXbT9mBwSdkc.1Xr3NrSvvEkwacn3PagcVbIODs9KDzDcaRBevAR1iFM&dib_tag=se&keywords=outdoor%2Bequipment&psr=EY17&qid=1742516232&s=todays-deals&sprefix=outdoor%2Bequipment%2Ctodays-deals%2C104&sr=1-50&xpid=FT1S2CDANPVYR&th=1&linkCode=ll1&tag=honeyhole-page-20&linkId=c7468ab07b4b6a0230ef353d835406df&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/DJI-Waterproof-Low-Light-Performance-Long-Lasting/dp/B0C783YNW7/ref=sr_1_50?crid=L7FBGJM5EO6B&dib=eyJ2IjoiMSJ9.Tf4SB_Ut5sbNhX4MZxSoNI52wU_A1x2zhhsmnaoRHvjpQu6pVAa1CoH8OOTVkWV1yZcB-axcyO0nc00ET59zD-0YBRoExp85bvNsbSTaxr9p_GVw4u5P75-gyUNU22azm3ONbnRf3QY7ISh8GLKIfEi1WkZ3XMIh9caAPg1ehQJ7j3QqTHGfX_4cMumTai6WxOX-26va3sdeJGf4ZyoScZaj9MANl7krXbT9mBwSdkc.1Xr3NrSvvEkwacn3PagcVbIODs9KDzDcaRBevAR1iFM&dib_tag=se&keywords=outdoor+equipment&psr=EY17&qid=1742516232&s=todays-deals&sprefix=outdoor+equipment%2Ctodays-deals%2C104&sr=1-50&xpid=FT1S2CDANPVYR,https://m.media-amazon.com/images/I/71wlB2kVc+L._AC_SY300_SX300_.jpg,outdoor-gear,3/20/2025,,,Jet gatewood,Manual,Active,Live,Sent,Posted,https://amzn.to/4j9UGWU,
"71% OFF THKFISH Fishing Vest – Adjustable, Heated, and Includes Battery Pack (Was $69 Now $20)",THKFISH Fishing Vest,"71% OFF THKFISH Fishing Vest – Adjustable, Heated, and Includes Battery Pack (Was $69 Now $20)",69,20,3,https://www.amazon.com/THKFISH-Fishing-Heating-Battery-Hunting/dp/B0DD4CHKJ6?th=1&psc=1&linkCode=ll1&tag=honeyhole-page-20&linkId=e8757e8eae2726d9096026f077814d1a&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/THKFISH-Fishing-Heating-Battery-Hunting/dp/B0DD4CHKJ6/ref=sr_1_76?crid=L7FBGJM5EO6B&dib=eyJ2IjoiMSJ9.XHtA1wzKTf1arqvQGy2IVzGYawjaIDCF21bmUr7nxj1NK-uzmmntz9Kb9Z5qUNVPTZ2XpbuSOqKwcgFLiU9iXUWsc6wXFmcxlZu7H9iqeHFGM3a-fLw0CKFT4K65Ysc_RKmPnZTBrG76Yfb-ma6gFDA7JzHhodJe4P8udii6Xojq2WS1nh9r_k-BcyBAeY32aIheEYzYi_qW98-2yXle3JvJEhdTpq3FYIQvPIG25_A.pjogTgrlqosDIJOoyrDW6UsksGwgimhivdnTmtItOzQ&dib_tag=se&keywords=outdoor+equipment&psr=EY17&qid=1742516377&s=todays-deals&sprefix=outdoor+equipment%2Ctodays-deals%2C104&sr=1-76&xpid=FT1S2CDANPVYR,https://m.media-amazon.com/images/I/714Y6tjiHuL._AC_SX569_.jpg,fishing-gear,3/20/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://amzn.to/3QPS8kw,Vet this one before publish
50% OFF Survival Shelter Kit – Compact and Emergency-Ready (Was $9 Now $4),,,,,2,,https://www.amazon.com/Emergency-Survival-Shelter-Waterproof-Thermal/dp/B0BTJ3MSL6/ref=sr_1_40?crid=1IS0I26SHLNJZ&dib=eyJ2IjoiMSJ9.p2mnfQvOW2BpW2ID_GN9jqDD-Z32cQ-Hb6kKhxSWy_sjzXS_ibyhHlM--posPWW2GTINZM3QQdjXfBEZl6Y5VX92ztZUpgZGQFyaglVvsaLMDmxwiEnfyJnnOXMEmbkiCkdKXK0kwWNIoLAXvbO0Ner9usWtyb-NeDQF0Qjh02Wzmu2KHIi1n5R7F1QEXlbiZW4M2yl8RjgEiJHPzQMPSz4HScNVjGGQqFm_W9qpg14.eOQWfnN0ItpBMSTrQ3SpcSGUMMsriguzPB27ceeSFy8&dib_tag=se&keywords=tent&psr=EY17&qid=1742516710&s=todays-deals&sprefix=tent%2Ctodays-deals%2C126&sr=1-40&xpid=iTLHWObODBjqx&th=1,,Manual,3/20/2025,,,Jet gatewood,Manual,Dead,Ignore,Ignore,Ignore,,Vet this one before publish
35% OFF Backcountry Access Float 32 Avalanche Airbag 2.0 (Red) – Safety and Protection for Backcountry Skiing (Was $600 Now $392) 🎿,Backcountry Access Float 32 Avalanche Airbag 2.0 (Red),35% OFF Backcountry Access Float 32 Avalanche Airbag 2.0 (Red) – Safety and Protection for Backcountry Skiing (Was $600 Now $392) 🎿,600,392,4,https://www.avantlink.com/click.php?tt=el&merchant_id=358fd954-c6b8-44a1-9ca9-aaad445d2dfb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.campsaver.com%2Fbackcountry-access-float-32-avalanche-airbag-2-0.html%3F_iv_deal-types%3Dblazin-deal,https://www.campsaver.com/backcountry-access-float-32-avalanche-airbag-2-0.html?_iv_deal-types=blazin-deal,https://www.campsaver.com/i/440-440-ffffff/opplanet-backcountry-access-float-32-avalanche-airbag-warning-red-c2013005020-main.webp,hiking-gear,3/20/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/6bWs3RI,
42% OFF Sierra Designs Tent (2-Person) – Perfect for backpacking! (Was $450 Now $260),Sierra Designs Tent (2-Person),42% OFF Sierra Designs Tent (2-Person) – Perfect for backpacking! (Was $450 Now $260),450,260,4,https://www.campsaver.com/sierra-designs-meteor-lite-tent-2-person.html,https://www.campsaver.com/sierra-designs-meteor-lite-tent-2-person.html,https://www.campsaver.com/i/440-440-ffffff/opplanet-sierra-designs-meteor-lite-tents-2-person-2-person-40155423-main.webp,camping-gear,3/20/2025,,,Jet gatewood,Manual,Active,Live,Sent,Posted,https://alnk.to/4MCodlq,
"32% OFF – Portable and refillable propane tank, ideal for camping and outdoor cooking! (Was $100 Now $68)",Portable and refillable propane tank,"32% OFF – Portable and refillable propane tank, ideal for camping and outdoor cooking! (Was $100 Now $68)",100,68,5,https://www.avantlink.com/click.php?tt=el&merchant_id=358fd954-c6b8-44a1-9ca9-aaad445d2dfb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.campsaver.com%2Fignik-gas-growler-w-adapter-hose.html&ctc=honeyhole,https://www.campsaver.com/ignik-gas-growler-w-adapter-hose.html,https://www.campsaver.com/i/440-440-ffffff/opplanet-ignik-gas-growler-w-adapter-hose-white-igpro-00119-main.webp,camping-gear,3/20/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/eDSP9lT,
"29% OFF Osprey Packing Cube Set – Keep your gear organized with lightweight, durable packing cubes! (Was $42 Now $30)",Osprey Packing Cube Set,"29% OFF Osprey Packing Cube Set – Keep your gear organized with lightweight, durable packing cubes! (Was $42 Now $30)",42,30,3,public-lands.sjv.io/N90Onq,https://www.publiclands.com/p/osprey-packing-cube-set-23tryupckngcbstxxctp/23tryupckngcbstxxctp?categoryId=12298170&color=Waterfront%20Blue,https://dks.scene7.com/is/image/GolfGalaxy/23TRYUPCKNGCBSTXXCTP_Waterfront_Blue?qlt=70&wid=385&fmt=pjpeg&op_sharpen=1,hiking-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posting,https://public-lands.sjv.io/nXEOK9,
56% OFF Connelly 10’ Pacific Inflatable Stand-Up Paddle Board Set  (Was $800 Now $350), Connelly 10’ Pacific Inflatable Stand-Up Paddle Board Set ,56% OFF Connelly 10’ Pacific Inflatable Stand-Up Paddle Board Set  (Was $800 Now $350),800,350,4,https://public-lands.sjv.io/K0Xno7,https://www.publiclands.com/p/connelly-10-pacific-stand-up-paddle-board-20cnyu106pcfcspxxpss/20cnyu106pcfcspxxpss?categoryId=11636161&color=White%2FBlue,https://dks.scene7.com/is/image/GolfGalaxy/20CNYU106PCFCSPXXPSS_White_Blue?qlt=70&wid=600&hei=600&fmt=webp&op_sharpen=1&fit=constrain,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://public-lands.sjv.io/YRn5aB,
53% OFF Chaco Men’s Z/1 Classic Sandals (Was $105 Now $49),Chaco Men’s Z/1 Classic Sandals,53% OFF Chaco Men’s Z/1 Classic Sandals (Was $105 Now $49),105,49,5,https://public-lands.sjv.io/OeK2GZ,https://www.publiclands.com/p/chaco-mens-z-1-classic-sandals-22ch2mmz1clsscblkfot/22ch2mmz1clsscblkfot?categoryId=11636161&color=Shear%20Navy,https://dks.scene7.com/is/image/GolfGalaxy/22CH2MMZ1CLSSCBLKFOT_Shear_Navy?qlt=70&wid=600&hei=600&fmt=webp&op_sharpen=1&fit=constrain,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Sent,Posted,https://public-lands.sjv.io/mOEWx7,
25% OFF Coghlan’s Microfiber Towel (Medium) –Need that summer camping towel?  (Was $20 Now $15), Coghlan’s Microfiber Towel (Medium),25% OFF Coghlan’s Microfiber Towel (Medium) –Need that summer camping towel?  (Was $20 Now $15),20,15,5,https://public-lands.sjv.io/mOEWD7,https://www.publiclands.com/p/coghlans-microfiber-towel-medium-21cghumcrfbrtwlsmcac/21cghumcrfbrtwlsmcac?categoryId=11636161,https://dks.scene7.com/is/image/GolfGalaxy/21CGHUMCRFBRTWLSMCAC?qlt=70&wid=600&hei=600&fmt=webp&op_sharpen=1&fit=constrain,camping-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://public-lands.sjv.io/VxYrXa,
25% OFF Rumpl Puffy One Person Blanket –  Stay cozy on your next adventure. (Was $180 Now $135), Rumpl Puffy One Person Blanket,25% OFF Rumpl Puffy One Person Blanket –  Stay cozy on your next adventure. (Was $180 Now $135),180,135,3,https://public-lands.sjv.io/LKmbzV,https://www.publiclands.com/p/rumpl-nanoloft-puffy-one-person-blanket-21gcgunnlftpffyblcsl/21gcgunnlftpffyblcsl?categoryId=11636161&color=Crisp%20Fade,https://dks.scene7.com/is/image/GolfGalaxy/21GCGUNNLFTPFFYBLCSL_Crisp_Fade?qlt=70&wid=600&hei=600&fmt=webp&op_sharpen=1&fit=constrain,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://public-lands.sjv.io/XmnPB4,
20% OFF YETI Tundra 35 Cooler – Keeps ice for days (Was $275 Now $220),,,,,3,https://public-lands.sjv.io/raD6Aj,https://www.publiclands.com/p/yeti-tundra-35-cooler-15yetutndr35xxxxxodr/15yetutndr35xxxxxodr?categoryId=11636161&color=King%20Crab%20Orange,,Manual,3/21/2025,,,Jet gatewood,Manual,Dead,Removed,Maybe Later,Posted,https://public-lands.sjv.io/6ydaZV,
30% OFF La Sportiva Men’s Trango Tech GTX Hiking Boots – Lightweight and waterproof for rugged alpine terrain! (Was $298.99 Now $208.99),La Sportiva Men’s Trango Tech GTX Hiking Boots,30% OFF La Sportiva Men’s Trango Tech GTX Hiking Boots – Lightweight and waterproof for rugged alpine terrain! (Was $298.99 Now $208.99),299,209,4,https://public-lands.sjv.io/4Gmk53,https://www.publiclands.com/p/la-sportiva-mens-trango-tech-gtx-hiking-boots-21qpdmmtrngtchgtxfbo/21qpdmmtrngtchgtxfbo?categoryId=10575329&color=Black%2FYellow,https://dks.scene7.com/is/image/GolfGalaxy/21QPDMMTRNGTCHGTXFBO_Black_Yellow?qlt=70&wid=600&hei=600&fmt=webp&op_sharpen=1&fit=constrain,hiking-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://public-lands.sjv.io/vPjLdO,
"50% OFF Patagonia Women’s Capilene Cool Daily Long Sleeve Graphic Shirt – Lightweight, moisture-wicking, and perfect for summer hikes! (Was $65 Now $32)",,,,,5,https://public-lands.sjv.io/7aOAm5,https://www.publiclands.com/p/patagonia-womens-capilene-cool-daily-long-sleeve-graphic-shirt-21ptgwwlscpcldlygapt/21ptgwwlscpcldlygapt?color=Applied%20Imagination%2FPumice%20Xdye,,Manual,3/21/2025,,,Jet gatewood,Manual,Dead,Removed,Ignore,Ignore,https://public-lands.sjv.io/4Gmk9M,limited sizing also not a big discount anymore
25% OFF NEMO Heliopolis Shower Tent (Was $249 Now $187),NEMO Heliopolis Shower Tent,25% OFF NEMO Heliopolis Shower Tent (Was $249 Now $187),249,187,3,https://public-lands.sjv.io/9Lz1WE,https://www.publiclands.com/p/nemo-heliopolis-shower-tent-23vyouhlplsshwrtncsl/23vyouhlplsshwrtncsl?categoryId=10575329,https://dks.scene7.com/is/image/GolfGalaxy/23VYOUHLPLSSHWRTNCSL?qlt=70&wid=600&hei=600&fmt=webp&op_sharpen=1&fit=constrain,camping-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://public-lands.sjv.io/BnyWgx,
22% OFF Lifeline Fire Kit – Essential fire-starting kit (Was $180 Now $139), Lifeline Fire Kit,22% OFF Lifeline Fire Kit – Essential fire-starting kit (Was $180 Now $139),180,139,4,https://blackbeardfire.com/products/do-all-kit,https://blackbeardfire.com/,https://blackbeardfire.com/cdn/shop/files/lifeline_kit.png?v=1724881153&width=713,camping-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,,
27% OFF Sport Carrier 15 (Open Box) – Rooftop cargo carrier for extra storage on the go! (Was $549 Now $399),Sport Carrier 15 (Open Box),27% OFF Sport Carrier 15 (Open Box) – Rooftop cargo carrier for extra storage on the go! (Was $549 Now $399),549,399,4,https://www.avantlink.com/click.php?tt=el&merchant_id=6e3c3457-1987-4ad3-a6a4-5d8a1a2f20bd&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fflated.com%2Fproducts%2Fsport-carrier15-open-box&ctc=honeyhole,https://flated.com/products/sport-carrier15-open-box,https://flated.com/cdn/shop/files/FLATED_AirCarrier_Sport_8b240dcb-e6ec-4925-becb-924f6c2e0609_2000x.jpg?v=1724382113,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/fSi81kw,
"21% OFF Mid-Short Cap50 (Open Box) – truck cap for secure storage! (Was $1,399 Now $1,099)",Mid-Short Cap50,"21% OFF Mid-Short Cap50 (Open Box) – truck cap for secure storage! (Was $1,399 Now $1,099)",1399,1099,4,https://www.avantlink.com/click.php?tt=el&merchant_id=6e3c3457-1987-4ad3-a6a4-5d8a1a2f20bd&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fflated.com%2Fproducts%2Fmid-short-cap50-open-box&ctc=honeyhole,https://flated.com/products/mid-short-cap50-open-box,https://flated.com/cdn/shop/files/FLATED_Air-Topper_CAP_MidShort_2a4e086a-e47b-45d6-a02c-6328ba15012b_2000x.jpg?v=1735613370,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/6IGJ0UB,
20% OFF Mountain Utility Tote – Rugged and versatile tote (Was $99 Now $79),Mountain Utility Tote,20% OFF Mountain Utility Tote – Rugged and versatile tote (Was $99 Now $79),99,79,3,https://www.avantlink.com/click.php?tt=el&merchant_id=a6dc4029-3e05-45a2-84c7-39f62c33d79b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Ftopodesigns.com%2Fproducts%2Fmountain-utility-tote-final-sale-2%3Fvariant%3D44380380823605,https://topodesigns.com/products/mountain-utility-tote-final-sale-2?variant=44380380823605,https://topodesigns.com/cdn/shop/products/S23-Unisex-MountainUtilityToteBag-BlackBlack-941304001000-Quarter-1.jpg?v=1741803512&width=1100,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/hswWQGj,
"50% OFF Global Puffer Pullover (Men’s) – Lightweight, insulated pullover (Was $199 Now $99)",Global Puffer Pollover,"50% OFF Global Puffer Pullover (Men’s) – Lightweight, insulated pullover (Was $199 Now $99)",199,99,4,https://www.avantlink.com/click.php?tt=el&merchant_id=a6dc4029-3e05-45a2-84c7-39f62c33d79b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Ftopodesigns.com%2Fproducts%2Fglobal-puffer-pullover-mens%3Fvariant%3D43710219288629,https://topodesigns.com/products/global-puffer-pullover-mens?variant=43710219288629,https://topodesigns.com/cdn/shop/files/F24-M-GlobalPufferPullover-DriedSage-312402337-Front-1.jpg?v=1735249289&width=493,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Ignore,https://alnk.to/a457Eqn,
"50% OFF Women’s Global Puffer Hoodie – Cozy, insulated hoodie (Was $219 Now $109)",Global Puffer Pollover,"50% OFF Women’s Global Puffer Hoodie – Cozy, insulated hoodie (Was $219 Now $109)",219,109,4,https://www.avantlink.com/click.php?tt=el&merchant_id=a6dc4029-3e05-45a2-84c7-39f62c33d79b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Ftopodesigns.com%2Fproducts%2Fglobal-puffer-hoodie-womens%3Fvariant%3D43827528597557,https://topodesigns.com/products/global-puffer-hoodie-womens?variant=43827528597557,https://topodesigns.com/cdn/shop/files/F24-W-GlobalPufferHoodie-DriedSage-322408337-Front-1.jpg?v=1722871360&width=493,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Ignore,https://alnk.to/b7zFxka,
40% OFF Core Lightweight Hoodie – Perfect for layering on cool mornings! (Was $129 Now $77),Core Lightweight Hoodie,40% OFF Core Lightweight Hoodie – Perfect for layering on cool mornings! (Was $129 Now $77),129,77,3,https://www.sitkagear.com/products/core-lightweight-hoodie/coyote,https://www.sitkagear.com/products/core-lightweight-hoodie/coyote,https://www.sitkagear.com/_next/image?url=https%3A%2F%2Fcdn11.bigcommerce.com%2Fs-bdswytx2s5%2Fproduct_images%2Fattribute_rule_images%2F7777_source_1739361988.png&w=750&q=85,outdoor-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Maybe Later,,
"40% OFF Ascent Pant – Lightweight, breathable, and perfect for big game hunting! (Was $199 Now $119)",Ascent Pant,"40% OFF Ascent Pant – Lightweight, breathable, and perfect for big game hunting! (Was $199 Now $119)",199,119,4,https://www.sitkagear.com/products/ascent-pant/optifade-open-country,https://www.sitkagear.com/products/ascent-pant/optifade-open-country,https://www.sitkagear.com/_next/image?url=https%3A%2F%2Fcdn11.bigcommerce.com%2Fs-bdswytx2s5%2Fproducts%2F550%2Fimages%2F16198%2F50127-OB_main_ujta__33441.1706717220.1280.1280.png%3Fc%3D1&w=750&q=85,hunting-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Maybe Later,,
50% OFF Women’s SolarFlex® Crew – Lightweight and breathable for sun protection on the water! (Was $69.95 Now $34.97),Women’s SolarFlex® Crew ,50% OFF Women’s SolarFlex® Crew – Lightweight and breathable for sun protection on the water! (Was $69.95 Now $34.97),70,35,4,https://www.avantlink.com/click.php?tt=el&merchant_id=1858eb6c-556f-4fd7-9f0c-6ca55c6b1c50&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.simmsfishing.com%2Fcollections%2Fsale-womens%2Fproducts%2Fws-solarflex-crew-sale,https://www.simmsfishing.com/collections/sale-womens/products/ws-solarflex-crew-sale,https://www.simmsfishing.com/cdn/shop/files/13670-1024-solar-flex-crew-Mannequin-s23-front_026112b3-6427-46d6-a308-e240ffd91599.jpg?v=1715208869&width=550,fishing-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Sent,Ignore,https://alnk.to/eDSP9F8,
29% OFF Pflueger President® Spinning Reel – Smooth performance (Was $69.95 Now $49.99),Pflueger President® Spinning Reel ,29% OFF Pflueger President® Spinning Reel – Smooth performance (Was $69.95 Now $49.99),70,50,3,https://www.avantlink.com/click.php?tt=el&merchant_id=264d18ce-a020-492c-8b2c-ef11fceeab5d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.purefishing.com%2Fpresident-spinning-reel-1430660,https://www.purefishing.com/president-spinning-reel-1430660,https://media.purefishing.com/i/purefishing/Pflueger_President_Spinning_2018_alt1?w=1000&h=1000&fmt=auto,fishing-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/h6Hsh52,
"40% OFF Classic™ Mini 9L – Compact and lightweight everyday carry bag, perfect for quick outings! (Was $69 Now $41)",,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=781734fd-f857-47d4-8714-c630d6cf45a8&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Ficemulecoolers.com%2Fcollections%2Fwinter-sale%2Fproducts%2Fthe-icemule-classic-mini,https://icemulecoolers.com/collections/winter-sale/products/the-icemule-classic-mini,,Manual,3/21/2025,,,Jet gatewood,Manual,Dead,Ignore,Ignore,Ignore,https://alnk.to/5jmFarB,
29% OFF Revo® X Low Profile Reel | Abu Garcia® – Smooth and reliable baitcasting reel with a lightweight design! (Was $139 Now $99),Revo® X Low Profile Reel,29% OFF Revo® X Low Profile Reel | Abu Garcia® – Smooth and reliable baitcasting reel with a lightweight design! (Was $139 Now $99),139,99,2,https://www.avantlink.com/click.php?tt=el&merchant_id=19cec81b-9bc1-42f3-abb8-be3dab846192&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.abugarcia.com%2Fcollections%2Fsale%2Fproducts%2Frevo-x-baitcast-reel,https://www.abugarcia.com/collections/sale/products/revo-x-baitcast-reel,https://www.abugarcia.com/cdn/shop/files/AbuGarcia_RevoXLowProfileReel_Right_alt1.jpg?v=1710337749&width=1440,fishing-gear,3/21/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/aWEUyyz,
